reg_id,cell_viability,processing_date,comment,RNA isolation kit,Kit lot number,Elution vol (ul),Macrophage RNA Tube ID,Macrophage RNA Tube Location Box ID,Date of RNA QC,RNA volume for QC,RIN,RNA concentration (pg/ul),TS comment,TechCore comment,Sequence?,TapeStation assay type,ul for 250 pg,Complete?,Library prep date,Sample,RNA Tube ID,Library prep plate,RNAseq batch
subject_4976,66.9,2021-10-27,All 7 mL of sample were processed - cell count was too low to sort,QIAGEN RNeasy Plus Micro,160052304.0,18.0,304164346.0,TS01069817,2021-10-29,2.0,9.8,2076.9,,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Pico RNA,1.11,Complete,2021-11-27,4976-SMP-08,304164346.0,F1,SCRIPT_RNAseq_Batch_01
subject_4157,51.9,2017-06-03,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",QIAGEN RNeasy Plus Micro,160052304.0,14.0,303722524.0,TS01069817,2017-06-04,2.0,8.0,28.8,ok,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Pico RNA,0.78,Complete,2017-07-07,4157-SMP-07,303722524.0,C1,SCRIPT_RNAseq_Batch_02
subject_6675,54.6,2018-04-19,,QIAGEN RNeasy Plus Micro,161004778.0,14.0,,,,,,,,,,,,,,,,,
subject_8090,39.3,,,,,,,,,,,,,,,,,,,,,,
subject_8058,59.8,2021-04-25,,,,,,,,,,,,,,,,,,,,,
subject_7181,99.0,,,,,,,,,,,,,,No,,,,,,,,
subject_3657,,,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,,,,,,,,,,,,No,,,,,3657-SMP-03,,,
subject_4358,46.8,,,,,,,,,,,,,,,,,,,,,,
subject_5744,73.3,,,,,,,,,,,,,,,,,,,,,,
subject_5549,63.9,2022-04-22,,QIAGEN RNeasy Plus Micro,170220164.0,14.0,,,,,,,,,,,,,,,,,
subject_4221,,,,,,,,,,,,,,,,,,,,,,,
subject_8345,,,,Norgen Single Cell RNA kit,160047191.0,16.0,,,,,,,,,,,,,,,,,
subject_3657,86.5,,,,,,,,,,7.2,1791.1,,,No,,,,,,,,
subject_8748,72.6,2016-01-27,,QIAGEN RNeasy Plus Micro,160047191.0,14.0,303296084.0,TS01064421,2016-01-29,2.0,,49785.4,RNA concentration outside recommended range for RINe; RINe edited,Use for sequencing.,Yes,HSRNA,0.28,Partial,2016-02-15,8748-SMP-08,303296084.0,F1,SCRIPT_RNAseq_Batch_01
subject_4697,35.2,,RNA concentration outside recommended range for RINe,,,,,,,,,,,,,,,,,,,,
subject_6901,78.9,,,,,,,,,,,,,,,,,,,,,,
subject_4515,62.1,2017-06-16,,,,,,,,,,,,,,,,,,,,,
subject_6102,49.5,2018-06-07,,,,,,,,,,,,,,,,,,,,,
subject_6099,76.4,,,,,,,,,,,,,,,,,,,,,,
subject_3745,46.9,,,,,,,,,,,,,,,,,,,,,,
subject_8442,65.2,,,,,,,,,,,,,,,,,,,,,,
subject_3137,43.0,2017-01-22,,QIAGEN RNeasy Plus Micro,160052304.0,14.0,300260716.0,TS01064421,2017-01-24,2.0,,49.6,ok,ok,Yes,HSRNA,7.49,Complete,2017-02-23,3137-SMP-01,300260716.0,H1,SCRIPT_RNAseq_Batch_03
subject_2818,95.2,,,,,,,,,,,,,,,,,,,,,,
subject_7867,,,,,,,,,,,,,,,,,,,,7867-SMP-04,,,
subject_8661,99.0,,,,,,,,,,,,,,,,,,,,,,
subject_2893,79.2,2016-01-04,RNA concentration outside recommended range for RINe,QIAGEN RNeasy Plus Micro,160052304.0,14.0,303907793.0,TS01063219,2016-01-06,2.0,9.7,153.9,,ok,Yes,Pico RNA,1.93,Complete,2016-01-14,2893-SMP-00,303907793.0,F1,SCRIPT_RNAseq_Batch_01
subject_6552,51.5,,,,,,,,,,,,,,,,,,,,,,
subject_4963,88.1,,,Norgen Single Cell RNA kit,161004778.0,14.0,,,,,,,,,,,,,,,,,
subject_5269,48.4,2018-09-30,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),Norgen Single Cell RNA kit,161004778.0,12.0,301179231.0,TS01069817,2018-10-03,2.0,9.3,705.8,RNA concentration outside recommended range for RINe; RINe edited,Use for sequencing.,Yes,Pico RNA,7.83,Complete,2018-10-22,5269-SMP-02,301179231.0,E1,SCRIPT_RNAseq_Batch_03
subject_2553,,,,,,,,,,,,,,,,,,,,,,,
subject_4318,51.9,2018-10-03,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",Norgen Single Cell RNA kit,161004778.0,16.0,304652502.0,TS01069817,2018-10-05,1.0,7.2,214.2,RNA concentration outside recommended range for RINe,Use for sequencing.,Yes,HSRNA,8.01,Partial,2018-10-17,4318-SMP-07,304652502.0,D1,SCRIPT_RNAseq_Batch_01
subject_5392,65.4,,,,,,,,,,,,,,,,,,,,,,
subject_3270,86.7,2021-02-10,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),QIAGEN RNeasy Plus Micro,170220164.0,18.0,304841071.0,TS01064421,2021-02-13,3.0,,252.8,RNA concentration outside recommended range for RINe,ok,Yes,Standard RNA,4.69,Complete,2021-02-27,3270-SMP-08,304841071.0,A1,SCRIPT_RNAseq_Batch_03
subject_3647,75.3,2020-08-06,,Norgen Single Cell RNA kit,160047191.0,16.0,300070162.0,TS01064421,2020-08-08,1.0,7.2,4977.0,RNA concentration outside recommended range for RINe; RINe edited,ok,Yes,Pico RNA,3.39,Complete,2020-08-30,3647-SMP-00,300070162.0,D1,SCRIPT_RNAseq_Batch_02
subject_7585,74.9,,,,,,,,,,,,,,,,,,,,,,
subject_6291,96.8,2019-11-20,RNA concentration outside recommended range for RINe,QIAGEN RNeasy Plus Micro,161004778.0,12.0,302464200.0,TS01064421,2019-11-23,1.0,,607.2,ok,ok,No,HSRNA,2.6,Complete,2019-12-20,6291-SMP-04,302464200.0,B1,SCRIPT_RNAseq_Batch_04
subject_4259,90.8,2019-01-29,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",QIAGEN RNeasy Plus Micro,160047191.0,16.0,304254938.0,TS01069817,2019-02-01,2.0,6.0,2100.0,,Use for sequencing.,Yes,HSRNA,4.77,Complete,2019-02-18,4259-SMP-09,304254938.0,F1,SCRIPT_RNAseq_Batch_02
subject_6988,49.0,2021-05-27,,Norgen Single Cell RNA kit,161004778.0,12.0,303749134.0,TS01069817,2021-05-28,3.0,9.5,2783.5,RNA concentration outside recommended range for RINe,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Standard RNA,1.28,Complete,2021-06-16,6988-SMP-04,303749134.0,A1,SCRIPT_RNAseq_Batch_01
subject_6652,75.6,2016-07-15,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,QIAGEN RNeasy Micro,160052304.0,16.0,303779850.0,TS01069817,2016-07-16,2.0,6.2,2541.9,ok,Use for sequencing.,Yes,Pico RNA,1.1,Complete,2016-08-03,6652-SMP-01,303779850.0,E1,SCRIPT_RNAseq_Batch_03
subject_5724,50.4,2021-02-21,,QIAGEN RNeasy Micro,170220164.0,14.0,304874421.0,TS01063219,2021-02-22,2.0,6.1,15641.8,,Use for sequencing.,Yes,Standard RNA,2.81,Complete,2021-03-27,5724-SMP-08,304874421.0,H1,SCRIPT_RNAseq_Batch_04
subject_5364,32.7,2020-09-16,,Norgen Single Cell RNA kit,160047191.0,14.0,,,,,,,,,,,,,,,,,
subject_2386,61.8,2021-07-15,,QIAGEN RNeasy Micro,160047191.0,14.0,302187835.0,TS01069817,2021-07-18,1.0,,1950.0,RNA concentration outside recommended range for RINe,Use for sequencing.,Yes,Pico RNA,7.57,Complete,2021-08-09,2386-SMP-05,302187835.0,A1,SCRIPT_RNAseq_Batch_02
subject_3700,58.8,,,,,,,,,,,,,,,,,,,,,,
subject_7671,70.7,2017-02-16,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,,,,302520233.0,TS01064421,,,,,,,,,,,,7671-SMP-05,302520233.0,,
subject_2287,61.1,2017-11-07,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",QIAGEN RNeasy Plus Micro,161004778.0,14.0,301747373.0,TS01063219,2017-11-08,1.0,,2834.9,RNA concentration outside recommended range for RINe; RINe edited,Use for sequencing.,Yes,HSRNA,6.79,Complete,2017-12-03,2287-SMP-08,301747373.0,G1,SCRIPT_RNAseq_Batch_01
subject_4896,78.7,,,,,,,,,,,,,,,,,,,4896-SMP-02,,,
subject_7910,87.8,2016-01-03,,QIAGEN RNeasy Plus Micro,160052304.0,14.0,,,,,,,,,,,,,,,,,
subject_2160,47.1,,,,,,,,,,,,,,,,,,,,,,
subject_7635,44.9,2021-09-12,,QIAGEN RNeasy Micro,160047191.0,12.0,302296011.0,TS01064421,2021-09-14,2.0,9.2,52.6,RNA concentration outside recommended range for RINe,ok,Yes,Pico RNA,0.52,Complete,2021-09-28,7635-SMP-01,302296011.0,H1,SCRIPT_RNAseq_Batch_04
subject_2908,45.9,,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),QIAGEN RNeasy Plus Micro,160047191.0,16.0,,,,,,,,,,,,,,,,,
subject_5242,33.7,2016-01-05,RNA concentration outside recommended range for RINe,QIAGEN RNeasy Micro,160052304.0,14.0,302647880.0,TS01063219,2016-01-05,2.0,6.7,374.8,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Standard RNA,2.8,Complete,2016-02-03,5242-SMP-04,302647880.0,D1,SCRIPT_RNAseq_Batch_04
subject_2949,38.5,,,,,,,,,,,,,,,,,,,,,,
subject_8551,57.1,,All 7 mL of sample were processed - cell count was too low to sort,,,,,,,,,,,,,,,,,8551-SMP-08,,,
subject_7592,52.1,,,,,,,,,,,,,,,,,,,,,,
subject_8835,,,,,,,,,,,,,,,,,,,,,,,
subject_3530,53.6,,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",,,,,,,,,,,,,,,,,,,,
subject_2650,52.9,,,,,,,,,,,,,,,,,,,,,,
subject_7729,30.9,,,,,,,,,,,,,,,,,,,,,,
subject_7365,48.2,,,,,,,,,,,,,,,,,,,,,,
subject_5600,68.3,,,,,,,,,,,,,,,,,,,,,,
subject_3272,99.0,,,,,,,,,,,,,,,,,,,,,,
subject_6783,63.3,,,,,,,,,,,,,,,,,,,,,,
subject_4582,60.7,,,,,,,,,,,,,,,,,,,4582-SMP-08,,,
subject_7535,60.3,,,,,,,,,,,,,,,,,,,,,,
subject_5576,49.9,,,,,,,,,,,,,,No,,,,,,,,
subject_3895,56.5,,,,,,,,,,,,,,,,,,,,,,
subject_4513,19.3,,,,,,,,,,,,,,,,,,,,,,
subject_3337,,,,,,,,,,,,,,,,,,,,3337-SMP-01,,,
subject_5788,49.4,,,,,,,,,,,,,,,,,,,,,,
subject_4636,85.3,2018-10-07,,QIAGEN RNeasy Plus Micro,170220164.0,16.0,303087786.0,TS01063219,2018-10-07,3.0,,23128.9,,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",No,Pico RNA,0.72,Complete,2018-10-21,4636-SMP-08,303087786.0,H1,SCRIPT_RNAseq_Batch_01
subject_7711,55.2,2019-01-10,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Norgen Single Cell RNA kit,160052304.0,18.0,300607261.0,TS01063219,2019-01-11,2.0,,28.1,RNA concentration outside recommended range for RINe; RINe edited,ok,Yes,Standard RNA,1.85,Complete,2019-01-24,7711-SMP-04,300607261.0,B1,SCRIPT_RNAseq_Batch_02
subject_5520,81.3,,,,,,,,,,,,,,,,,,,,,,
subject_8519,51.0,2020-07-01,,,,,304809671.0,TS01064421,,,,,,,,,,,,8519-SMP-09,304809671.0,,
subject_5421,22.0,,,,,,,,,,,,,,,,,,,,,,
subject_2517,80.4,2019-10-22,,,,,,,,,,,,,,,,,,,,,
subject_6738,80.5,,,,,,,,,,,,,,,,,,,,,,
subject_5566,71.8,,,,,,,,,,,,,,,,,,,,,,
subject_5923,83.1,,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),,,,,,,,,,,,,,,,,,,,
subject_5465,49.8,2021-05-17,,QIAGEN RNeasy Micro,160052304.0,14.0,,,,,7.3,790.0,,,No,,,,,,,,
subject_7952,,,RNA concentration outside recommended range for RINe,,,,,,,,,,,,,,,,,,,,
subject_5759,74.2,,,,,,,,,,,,,,,,,,,,,,
subject_5874,75.7,,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),,,,,,,,,,,,,,,,,,,,
subject_4206,82.7,,RNA concentration outside recommended range for RINe,,,,,,,,,,,,,,,,,,,,
subject_3975,70.3,2019-04-17,,QIAGEN RNeasy Plus Micro,161004778.0,16.0,,,,,,,,,,,,,,,,,
subject_5384,55.8,2020-10-02,,QIAGEN RNeasy Plus Micro,160052304.0,18.0,301664909.0,TS01063219,2020-10-03,2.0,6.3,16840.7,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Pico RNA,7.4,Partial,2020-10-26,5384-SMP-00,301664909.0,H1,SCRIPT_RNAseq_Batch_04
subject_4454,63.3,,,,,,,,,,,,,,,,,,,,,,
subject_3584,49.9,,,,,,,,,,,,,,,,,,,,,,
subject_7338,,,,,,,,,,,,,,,,,,,,,,,
subject_3626,43.9,,,,,,,,,,,,,,No,,,,,,,,
subject_3202,56.2,2017-01-21,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",QIAGEN RNeasy Plus Micro,161004778.0,12.0,301916340.0,TS01064421,2017-01-23,3.0,8.0,9042.6,RNA concentration outside recommended range for RINe; RINe edited,Use for sequencing.,Yes,Standard RNA,4.64,Complete,2017-02-02,3202-SMP-02,301916340.0,C1,SCRIPT_RNAseq_Batch_04
subject_6078,13.0,,,,,,,,,,,,,,,,,,,,,,
subject_2461,86.6,,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",,,,,,,,,,,,,,,,,,,,
subject_7174,44.8,2021-10-21,,QIAGEN RNeasy Plus Micro,160047191.0,14.0,304763911.0,TS01064421,2021-10-21,1.0,,237.3,,Use for sequencing.,Yes,Pico RNA,7.26,Complete,2021-11-25,7174-SMP-04,304763911.0,C1,SCRIPT_RNAseq_Batch_01
subject_8360,61.1,,,,,,,,,,,,,,,,,,,,,,
subject_8111,82.2,,,,,,,,,,,,,,,,,,,,,,
subject_5833,52.7,,,,,,,,,,,,,,,,,,,,,,
subject_6274,54.4,,,,,,,,,,,,,,,,,,,,,,
subject_2885,75.0,,,,,,,,,,,,,,,,,,,,,,
subject_3149,56.2,2017-02-27,RNA concentration outside recommended range for RINe,Norgen Single Cell RNA kit,170220164.0,16.0,300781063.0,TS01064421,2017-03-02,2.0,,1557.4,,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,HSRNA,0.02,Partial,2017-03-17,3149-SMP-07,300781063.0,H1,SCRIPT_RNAseq_Batch_03
subject_3948,,,,QIAGEN RNeasy Plus Micro,160052304.0,12.0,,,,,,,,,,,,,,,,,
subject_4707,99.0,2018-08-14,RNA concentration outside recommended range for RINe,Norgen Single Cell RNA kit,160052304.0,14.0,301090645.0,TS01064421,2018-08-14,2.0,7.2,1417.8,RNA concentration outside recommended range for RINe; RINe edited,ok,Yes,Pico RNA,6.33,Complete,2018-09-18,4707-SMP-09,301090645.0,A1,SCRIPT_RNAseq_Batch_02
subject_7815,42.4,,RNA concentration outside recommended range for RINe,,,,,,,,,,,,,,,,,,,,
subject_5520,86.8,,,,,,,,,,,,,,,,,,,,,,
subject_6886,90.1,2019-01-11,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",QIAGEN RNeasy Micro,160052304.0,12.0,301954109.0,TS01064421,2019-01-11,1.0,7.0,235.7,,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,HSRNA,8.08,Partial,2019-01-21,6886-SMP-03,301954109.0,A1,SCRIPT_RNAseq_Batch_04
subject_5408,59.2,,,,,,,,,,,,,,,,,,,,,,
subject_8620,63.4,2022-02-25,,,,,,,,,,,,,,,,,,,,,
subject_6916,93.8,2016-02-11,,QIAGEN RNeasy Micro,160052304.0,18.0,304942849.0,TS01063219,2016-02-13,3.0,,856.9,RNA concentration outside recommended range for RINe; RINe edited,ok,Yes,Standard RNA,3.83,Complete,2016-03-02,6916-SMP-07,304942849.0,B1,SCRIPT_RNAseq_Batch_02
subject_8258,51.7,,,,,,,,,,,,,,,,,,,8258-SMP-03,,,
subject_8547,96.3,,,,,,,,,,,,,,,,,,,,,,
subject_4824,99.0,2018-09-21,,QIAGEN RNeasy Micro,160047191.0,14.0,300069589.0,TS01064421,,,,,,,,,,,,4824-SMP-00,300069589.0,,
subject_7005,61.6,,,,,,,,,,,,,,,,,,,7005-SMP-04,,,
subject_5223,55.9,,,,,,,,,,,,,,,,,,,,,,
subject_4417,87.2,2020-01-26,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,QIAGEN RNeasy Plus Micro,170220164.0,12.0,304421134.0,TS01064421,2020-01-27,1.0,7.7,487.4,RNA concentration outside recommended range for RINe,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,HSRNA,6.52,Partial,2020-03-01,4417-SMP-08,304421134.0,E1,SCRIPT_RNAseq_Batch_04
subject_4462,81.8,,,,,,,,,,,,,,,,,,,4462-SMP-07,,,
subject_4248,63.1,,,,,,,,,,,,,,,,,,,,,,
SSC_NORM_0101,94.2,2019-06-12,Healthy control sample; low-input prep.,Norgen Single Cell RNA kit,191106245,14.0,403871901,TS01071102,2019-06-13,1.0,8.6,1120.0,,Control arm processed with batch controls.,Yes,Pico RNA,4.12,Complete,2019-06-20,NORM-0101-SMP-01,403871901,G3,SCRIPT_RNAseq_Batch_09
SSC_NORM_0102,89.7,2019-09-04,Control sample; delayed transport noted.,Norgen Single Cell RNA kit,191106245,16.0,403871955,TS01071129,2019-09-05,1.0,7.9,975.0,Slightly broad 18S peak.,,Yes,Pico RNA,4.78,Complete,2019-09-12,NORM-0102-SMP-01,403871955,G3,SCRIPT_RNAseq_Batch_10
SSC_NORM_0102,87.1,2020-02-14,Serial control draw.,Norgen Single Cell RNA kit,200102334,14.0,403872044,TS01071203,2020-02-15,1.0,8.1,1042.0,,Serial control sample.,Yes,Pico RNA,4.39,Complete,2020-02-21,NORM-0102-SMP-02,403872044,H1,SCRIPT_RNAseq_Batch_12
SSC_NORM_0104,73.5,2020-08-28,Control sample below preferred viability threshold.,Norgen Single Cell RNA kit,200708551,15.0,403872311,TS01071298,2020-08-29,1.0,NA,688.0,Low concentration outside RINe recommendation.,Keep for batch balance only.,No,,,,,,403872311,,
SSC_NORM_0110,92.4,2021-01-17,Healthy control sample.,Norgen Single Cell RNA kit,201211074,16.0,403872522,TS01071344,2021-01-18,1.0,9.0,1265.0,,,Yes,Pico RNA,3.95,Complete,2021-01-25,NORM-0110-SMP-01,403872522,H2,SCRIPT_RNAseq_Batch_15
